,ques,ans,isBully
3476,Wait Are you Cheyenne I sent a request to you Wait  why is your name Tabitha R u fake, no  im tabitha jai locascio myspacecomtabiisaninja face book httpwwwfacebookcomprofilephpid I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures,Positive
3477,Wait Are you Cheyenne I sent a request to you Wait  why is your name Tabitha R u fake, no  im tabitha jai locascio myspacecomtabiisaninja face book httpwwwfacebookcomprofilephpid I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures   thankyou i would really apriciate it,Positive
3478,Wait Are you Cheyenne I sent a request to you Wait  why is your name Tabitha R u fake, no  im tabitha jai locascio myspacecomtabiisaninja face book httpwwwfacebookcomprofilephpid I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures,Positive
3479,Wait Are you Cheyenne I sent a request to you Wait  why is your name Tabitha R u fake, no  im tabitha jai locascio myspacecomtabiisaninja face book httpwwwfacebookcomprofilephpid I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures   thankyou i would really apriciate it,Positive
3480,Wait Are you Cheyenne I sent a request to you Wait  why is your name Tabitha R u fake, no  im tabitha jai locascio myspacecomtabiisaninja i have a face book to  ask for it I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures,Positive
3481,Wait Are you Cheyenne I sent a request to you Wait  why is your name Tabitha R u fake, no  im tabitha jai locascioI HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures i have a myspacefacebook,Positive
3482,Wait Are you Cheyenne I sent a request to you Wait  why is your name Tabitha R u fake, no i am tabitha jai locascio  im pretty sure this cheyenne is a fake  so please send me a link so i can check it out  i have amyspace and a facebook,Positive
3483,Wanna have kids before youure , nope im not getting married and im killing myself when im ,Positive
3484,well fine  cutest boy you know, hmmr my husband,Positive
3485,well i was just asking if she was fake because she looks like one of those fake scene girls , hahaha well im not lmao,Positive
3486,well we its obvious he is a player so i think its funny u got played, haha okay i think its funny i dont care,Positive
3487,well wat if he asks u out  would say yes or NO cause u like pryce D, i never said i liked pryce,Positive
3488,Were you a Michael Jackson fan, ummm  im not sure i guess,Positive
3489,were you honest when you said  i could never leave your bed, wake me up and let me no your alive  r haha good songr who is this,Positive
3490,What  things do you think will become obsolete in the next ten years, sheos  hate  medication,Positive
3491,What are your symptoms when you have fallen for someone, ,Positive
3492,What do you think JUstin, waaaiiiitttt what,Positive
3493,What does your last text sayr, seriously me to  it drives me crazy ,Positive
3494,What if god was one of us, samantha shut up and stop stalking my form spring you always do lmao,Positive
3495,what if it was realllyy hott outD still hot brownies or ice creamO, ohhh your making my life soo hard ummmmm still brownie   WAIT ANY FLAVOR OF ICE CREAM change my mind i was thinking plain vanilla but if its any flavor  RASEBERRY CHEESECAKE,Positive
3496,what is the definition of a hate relationship does it mean the hate is both ways cause im pretty sure i would smite you with righteous fury bra dont be hatin, okaaaaayyy,Positive
3497,What is the kindest  most generous act youve ever done, ohhh i dont no whats with these super hard questions,Positive
3498,What is the most important quality in a person or friend, id say honesty,Positive
3499,What is the most impressive thing youve ever done or been a part of, ummm  im not sure haha i dont find anything i do impressive,Positive
3500,What is the nicest thing youve ever done and the worst thing youve ever done, ummmmmmm  im not sure about the nicest but ive tourn someone down with words pretty well so thats the worst,Positive
3501,what is the thing that annoyes you most, liers,Positive
3502,What music are you listening to today, covers by my favorite guy ever,Positive
3503,What was me , hahahahaa nevermind,Positive
3504,What was the best job youve ever had, zerooooo,Positive
3505,What was the most interesting place youve traveled to, mmmmmmm,Positive
3506,What was the worst place youve traveled to, your moms house,Positive
3507,What was your favorite toy to play with as a child, ummmmm im not sure,Positive
3508,What was your favorite year, last year  th grade,Positive
3509,What would be the best thing about being a vampire, not showing up in pictures,Positive
3510,What would your dream job look like, look like pretty,Positive
3511,What YouTube video made you laugh recently, a nevershoutnever video,Positive
3512,Whats the best place near you to get a drink, my fridge,Positive
3513,Whats the nicest thing someones ever done for you, the nicest thing someone has ever done for would probaly be  when sam my sister just told me for no reason that i was a really good person and stuff,Positive
3514,Whats your biggest phobia, oh EASYYYr ventrilaquist dummies  you no with the to lines by the mouth and stuff and a ventrilaquist makes the talk  i am deathly afriad,Positive
3515,Whats your dream car, hippi van,Positive
3516,Whats your earliest memory, umm idkk,Positive
3517,whatever your a fake  and have nothing good to do with your life, hahahahahha okay,Positive
3518,whats the worst thing to ever happen to you, umm i well there is alot of bad things that have happened  but i like to look at them as good things that made me who i am  so  there isnt a worst,Positive
3519,whats wrong chicken little, lmao  just stuffffffffff,Positive
3520,whats wrong, im just a littla down  its okay ,Positive
3521,Whatus the most important part of a relationship in your opinionr, honesty  respect for your partner,Positive
3522,when did you wear your first pair of skinny jeans, haha ummm  th grade like the middle of the year but i only wore them sometimes cuz i only had one pair now its all i wear since th,Positive
3523,when they mean fake  they mean your attitude is fake and your personality  not if shes dead or aliveum just saying ppl, hahahahahaha funny jordin  thats not what they mean  they are meaning i am useing someone else pictures and not my own so stfu okay,Positive
3524,who are you texting, uhh wtf who keeps asking things about who im texting and stuffhahhahahahar mclaine thats who im texting,Positive
3525,who d you like, well r i think i really like my friend ,Positive
3526,Who do u like, i really like my friendr but its complicated,Positive
3527,who do u liker r r cough justin cough, hahahahahahahahahaha whyyyyyyyyyyyyr maybe he is cute,Positive
3528,who do you like, someone,Positive
3529,who do you remember from idaho, my good friends,Positive
3530,who du u like, i like one of my friends,Positive
3531,who has made you happy, alot of people make me happy,Positive
3532,Who is a weirdo who spells time wrong haha, who is this weirdo who commented me anominous hahah idkkk,Positive
3533,Who is the sow who is giving you such a hard time What a freaking bitch, people who get mad because i say texas is stupid but really its a insider with my old school and fam and alllll i said was i want to switch schools and go to a bigger one because im not use to a small school and there is more drama  and everyone freaks cuz there school isnt good enough for me or something idk  people,Positive
3534,who is the top  prettyest people you know, i know alot of pretty people,Positive
3535,who is this dumpster baby, samantha locascio  lmaor but no  i just have that there cuz i like it,Positive
3536,Who was the best teacher youve ever had, mr taylor th grade english,Positive
3537,whos jokes, me and scarletts,Positive
3538,Whos small minded and snobby in texas and what made you so mad, well who is asking this question  and prety much everyone ,Positive
3539,Whos the best ninja you know, not shailee me of coarse ,Positive
3540,Whos the funniest person you know, sam,Positive
3541,whos your best guy and girl friend, waldo and helga nahh jk  guyslucas casey mclaine gabe jack dakota s jake nathan girls maddie cassie nicky,Positive
3542,Whos A Brunette But Acts Like A Blonde All The Tyme, hahaha hmmm im not surreee,Positive
3543,whos your friendr you can just give the intial, nope i cant  because your anominous,Positive
3544,whre do u wanna go  college, i would love to go to juliards however you spell it but im pretty sure that wont happen  so any art school,Positive
3545,Why  hello there Tabir Guess what r I love your REAL UNHOEISH guts, hahahahahah thankyou  i love you to ,Positive
3546,Why are you dissing on Texas so much what did it ever do to you why do u hate it so much, once again texas is a state  and its lame i was perfectly fine where i use to live  with people who werent small minded and snobby i dont much hate the state i hate most the people and how texas is ugly and doesnt have grassssssssssssssssssssssssssssss,Positive
